LOGTTID;NOTTID;T:concept:name;E:time:timestamp;E:concept:name;LOTETT;E:lifecycle:transition
98282113;1;40521629;2/10/2017 11:00;ENTREGADO;182381-A;complete
98202881;0;40521629;11/9/2017 20:47;IMPUESTA;182381-A;start
98421203;3;40527936;20/10/2017 10:15;ENTREGA EN OFICINA;182681-A;complete
98418574;2;40527936;19/10/2017 16:15;CERRADO/AUSENTE/1-VISIT;182681-A;middle
98221184;0;40527936;15/9/2017 8:37;IMPUESTA;182681-A;start
98421200;1;40540684;17/10/2017 11:22;ENTREGADO;183341-A;complete
98300171;2;40540684;5/10/2017 11:20;CERRADO/AUSENTE/1-VISIT;183341-A;middle
98252283;0;40540684;22/9/2017 14:51;IMPUESTA;183341-A;start
98361537;9;40540684;13/10/2017 10:00;PLAZO VENCIDO NO RECL.;183341-A;complete
98282134;2;40550214;3/10/2017 13:00;CERRADO/AUSENTE/1-VISIT;183561-B;middle
98282135;9;40550214;3/10/2017 16:00;PLAZO VENCIDO NO RECL.;183561-B;complete
98272125;0;40550214;29/9/2017 16:42;IMPUESTA;183561-B;start
98282133;6;40550217;3/10/2017 13:00;SE MUDO;183561-B;complete
98272124;0;40550217;29/9/2017 16:42;IMPUESTA;183561-B;start
98282129;2;40550218;3/10/2017 13:00;CERRADO/AUSENTE/1-VISIT;183561-B;middle
98282130;9;40550218;3/10/2017 16:00;PLAZO VENCIDO NO RECL.;183561-B;complete
98272121;0;40550218;29/9/2017 16:42;IMPUESTA;183561-B;start
98282126;1;40550220;3/10/2017 13:00;ENTREGADO;183561-B;complete
98272119;0;40550220;29/9/2017 16:42;IMPUESTA;183561-B;start
98282125;20;40550223;3/10/2017 13:00;DESCONOCIDO;183561-B;complete
98272118;0;40550223;29/9/2017 16:42;IMPUESTA;183561-B;start
98282147;2;40550350;3/10/2017 11:40;CERRADO/AUSENTE/1-VISIT;183561-B;middle
98282148;9;40550350;3/10/2017 11:45;PLAZO VENCIDO NO RECL.;183561-B;complete
98272136;0;40550350;29/9/2017 16:27;IMPUESTA;183561-B;start
98421221;2;40551602;26/10/2017 16:33;CERRADO/AUSENTE/1-VISIT;183561-B;middle
98277923;0;40551602;29/9/2017 16:30;IMPUESTA;183561-B;start
98427493;9;40551602;31/10/2017 10:46;PLAZO VENCIDO NO RECL.;183561-B;complete
98421236;9;40551890;27/10/2017 18:44;PLAZO VENCIDO NO RECL.;183561-B;complete
98279316;0;40551890;29/9/2017 16:35;IMPUESTA;183561-B;start
98344656;2;40551890;10/10/2017 15:00;CERRADO/AUSENTE/1-VISIT;183561-B;middle
98344657;2;40551890;10/10/2017 18:44;CERRADO/AUSENTE/1-VISIT;183561-B;middle
98421223;3;40603769;27/10/2017 17:40;ENTREGA EN OFICINA;184801-A;complete
98401709;0;40603769;23/10/2017 11:19;IMPUESTA;184801-A;start
98418671;2;40603769;25/10/2017 9:44;CERRADO/AUSENTE/1-VISIT;184801-A;middle
98627703;0;40732992;21/11/2017 11:35;IMPUESTA;186541-A;start
99248026;1;40732992;19/12/2017 8:10;ENTREGADO;186541-A;complete
98680503;0;40766621;22/11/2017 14:47;IMPUESTA;186621-A;start
99247114;1;40766621;20/12/2017 9:00;ENTREGADO;186621-A;complete
98906807;0;40842282;11/12/2017 7:55;IMPUESTA;187601-A;start
99243530;3;40842282;19/12/2017 10:10;ENTREGA EN OFICINA;187601-A;complete
99243531;2;40842282;21/12/2017 12:00;CERRADO/AUSENTE/1-VISIT;187601-A;middle
98921437;0;40843790;11/12/2017 9:34;IMPUESTA;187601-A;start
99248017;2;40843790;21/12/2017 12:10;CERRADO/AUSENTE/1-VISIT;187601-A;middle
98923248;0;40846519;11/12/2017 10:14;IMPUESTA;187601-A;start
99248144;6;40846519;18/12/2017 15:38;SE MUDO;187601-A;complete
98913061;0;40848543;9/12/2017 10:03;IMPUESTA;187601-A;start
99149226;2;40848543;15/12/2017 16:54;CERRADO/AUSENTE/1-VISIT;187601-A;middle
99244434;9;40848543;21/12/2017 16:30;PLAZO VENCIDO NO RECL.;187601-A;complete
99188927;2;40848612;21/12/2017 12:40;CERRADO/AUSENTE/1-VISIT;187601-A;middle
98912983;0;40848612;9/12/2017 9:59;IMPUESTA;187601-A;start
99244428;1;40848612;22/12/2017 11:02;ENTREGADO;187601-A;complete
98917020;0;40850983;9/12/2017 10:18;IMPUESTA;187601-A;start
99247539;2;40850983;15/12/2017 10:28;CERRADO/AUSENTE/1-VISIT;187601-A;middle
99247540;3;40850983;15/12/2017 15:00;ENTREGA EN OFICINA;187601-A;complete
98917014;0;40850989;9/12/2017 10:17;IMPUESTA;187601-A;start
99247533;1;40850989;15/12/2017 10:07;ENTREGADO;187601-A;complete
98908923;0;40854570;9/12/2017 7:53;IMPUESTA;187641-A;start
99243764;1;40854570;22/12/2017 12:00;ENTREGADO;187641-A;complete
99288446;9;40855519;26/12/2017 10:00;PLAZO VENCIDO NO RECL.;187641-A;complete
98907913;0;40855519;9/12/2017 10:32;IMPUESTA;187641-A;start
99243622;6;40855519;22/12/2017 13:10;SE MUDO;187641-A;complete
99187605;2;40855532;21/12/2017 12:00;CERRADO/AUSENTE/1-VISIT;187641-A;middle
98907928;0;40855532;9/12/2017 10:32;IMPUESTA;187641-A;start
99243636;9;40855532;22/12/2017 11:30;PLAZO VENCIDO NO RECL.;187641-A;complete
98911168;0;40857109;9/12/2017 10:23;IMPUESTA;187641-A;start
99244307;6;40857109;22/12/2017 11:40;SE MUDO;187641-A;complete
98921328;0;40857342;9/12/2017 9:36;IMPUESTA;187641-A;start
99156661;2;40857342;20/12/2017 9:50;CERRADO/AUSENTE/1-VISIT;187641-A;middle
99248009;3;40857342;22/12/2017 11:20;ENTREGA EN OFICINA;187641-A;complete
99188431;2;40857713;18/12/2017 11:07;CERRADO/AUSENTE/1-VISIT;187641-A;middle
98911214;0;40857713;9/12/2017 10:10;IMPUESTA;187641-A;start
99244316;3;40857713;20/12/2017 12:15;ENTREGA EN OFICINA;187641-A;complete
98910039;0;40858186;9/12/2017 7:29;IMPUESTA;187641-A;start
99244105;1;40858186;21/12/2017 9:55;ENTREGADO;187641-A;complete
98973821;0;40872311;11/12/2017 15:24;IMPUESTA;187681-A;start
99245090;2;40872311;15/12/2017 16:35;CERRADO/AUSENTE/1-VISIT;187681-A;middle
99245091;1;40872311;21/12/2017 16:10;ENTREGADO;187681-A;complete
98972041;0;40874528;11/12/2017 12:21;IMPUESTA;187681-A;start
99244873;1;40874528;20/12/2017 9:40;ENTREGADO;187681-A;complete
98972390;0;40875027;11/12/2017 15:51;IMPUESTA;187681-A;start
99244976;1;40875027;20/12/2017 10:35;ENTREGADO;187681-A;complete
98974883;0;40878052;11/12/2017 14:32;IMPUESTA;187681-A;start
99245299;1;40878052;20/12/2017 9:05;ENTREGADO;187681-A;complete
98982841;0;40909380;11/12/2017 11:15;IMPUESTA;187801-A;start
99193234;2;40909380;21/12/2017 9:16;CERRADO/AUSENTE/1-VISIT;187801-A;middle
99246685;9;40909380;22/12/2017 9:05;PLAZO VENCIDO NO RECL.;187801-A;complete
98982195;0;40910529;11/12/2017 10:54;IMPUESTA;187801-A;start
99246584;1;40910529;22/12/2017 10:00;ENTREGADO;187801-A;complete
98983683;0;40910736;11/12/2017 11:31;IMPUESTA;187801-A;start
99246894;2;40910736;22/12/2017 11:02;CERRADO/AUSENTE/1-VISIT;187801-A;middle
99246895;9;40910736;22/12/2017 14:15;PLAZO VENCIDO NO RECL.;187801-A;complete
98983965;0;40916106;11/12/2017 12:00;IMPUESTA;187801-A;start
99247004;2;40916106;18/12/2017 9:27;CERRADO/AUSENTE/1-VISIT;187801-A;middle
99247005;9;40916106;20/12/2017 10:00;PLAZO VENCIDO NO RECL.;187801-A;complete
98983957;0;40916114;11/12/2017 11:59;IMPUESTA;187801-A;start
99246996;2;40916114;20/12/2017 12:00;CERRADO/AUSENTE/1-VISIT;187801-A;middle
98982942;0;40916279;11/12/2017 12:19;IMPUESTA;187801-A;start
99246692;2;40916279;20/12/2017 11:00;CERRADO/AUSENTE/1-VISIT;187801-A;middle
99246693;1;40916279;21/12/2017 12:00;ENTREGADO;187801-A;complete
98986128;0;40919148;11/12/2017 11:14;IMPUESTA;187821-A;start
99194754;2;40919148;21/12/2017 13:22;CERRADO/AUSENTE/1-VISIT;187821-A;middle
99247637;1;40919148;22/12/2017 11:20;ENTREGADO;187821-A;complete
98985668;0;40927264;11/12/2017 6:57;IMPUESTA;187821-A;start
99247428;21;40927264;21/12/2017 11:20;FALLECIDO;187821-A;complete
99027063;0;40940502;13/12/2017 16:27;IMPUESTA;187921-A;start
99247324;2;40940502;22/12/2017 12:15;CERRADO/AUSENTE/1-VISIT;187921-A;middle
99247325;9;40940502;22/12/2017 14:30;PLAZO VENCIDO NO RECL.;187921-A;complete
99290428;9;40949431;26/12/2017 12:30;PLAZO VENCIDO NO RECL.;187961-A;complete
99027660;0;40949431;13/12/2017 12:23;IMPUESTA;187961-A;start
99194333;2;40949431;21/12/2017 13:30;CERRADO/AUSENTE/1-VISIT;187961-A;middle
99247434;2;40949431;22/12/2017 9:40;CERRADO/AUSENTE/1-VISIT;187961-A;middle
99084585;0;40952174;15/12/2017 9:17;IMPUESTA;188061-A;start
99244757;1;40952174;22/12/2017 10:15;ENTREGADO;188061-A;complete
99084335;0;40952200;15/12/2017 9:20;IMPUESTA;188061-A;start
99244656;2;40952200;22/12/2017 13:00;CERRADO/AUSENTE/1-VISIT;188061-A;middle
99244657;9;40952200;22/12/2017 15:00;PLAZO VENCIDO NO RECL.;188061-A;complete
99082019;0;40952246;15/12/2017 9:54;IMPUESTA;188061-A;start
99243994;2;40952246;22/12/2017 14:20;CERRADO/AUSENTE/1-VISIT;188061-A;middle
99243995;9;40952246;22/12/2017 16:00;PLAZO VENCIDO NO RECL.;188061-A;complete
99084662;0;40952752;15/12/2017 9:31;IMPUESTA;188061-A;start
99244763;1;40952752;22/12/2017 12:24;ENTREGADO;188061-A;complete
99288941;20;40953591;26/12/2017 10:27;DESCONOCIDO;188101-A;complete
99082266;0;40953591;15/12/2017 9:17;IMPUESTA;188101-A;start
99293110;9;40960592;26/12/2017 12:00;PLAZO VENCIDO NO RECL.;188501-A;complete
99164877;0;40960592;20/12/2017 14:42;IMPUESTA;188501-A;start
99292523;8;40968550;26/12/2017 13:20;RECHAZADO;188581-A;complete
99163139;0;40968550;20/12/2017 14:55;IMPUESTA;188581-A;start
99889064;1;41218737;4/5/2018 10:05;ENTREGADO;198041-A;complete
99845740;0;41218737;17/4/2018 18:28;IMPUESTA;198041-A;start
99889093;1;41219419;3/5/2018 12:00;ENTREGADO;198041-A;complete
99879377;2;41219419;27/4/2018 12:05;CERRADO/AUSENTE/1-VISIT;198041-A;middle
99846056;0;41219419;17/4/2018 18:31;IMPUESTA;198041-A;start
99889084;4;41222317;3/5/2018 14:22;CERRADO/AUSENTE/2-VISIT;198241-A;middle
99879293;2;41222317;26/4/2018 7:00;CERRADO/AUSENTE/1-VISIT;198241-A;middle
99871067;0;41222317;20/4/2018 15:37;IMPUESTA;198241-A;start
99910818;9;41222317;10/5/2018 8:00;PLAZO VENCIDO NO RECL.;198241-A;complete
99889083;2;41222567;2/5/2018 10:00;CERRADO/AUSENTE/1-VISIT;198241-A;middle
99871030;0;41222567;20/4/2018 15:52;IMPUESTA;198241-A;start
99889157;6;41228422;7/5/2018 10:30;SE MUDO;198721-A;complete
99881773;0;41228422;2/5/2018 8:57;IMPUESTA;198721-A;start
99889156;1;41228423;7/5/2018 10:30;ENTREGADO;198721-A;complete
99881772;0;41228423;2/5/2018 8:57;IMPUESTA;198721-A;start
99889160;4;41228427;7/5/2018 12:01;CERRADO/AUSENTE/2-VISIT;198721-A;middle
99889161;9;41228427;7/5/2018 12:22;PLAZO VENCIDO NO RECL.;198721-A;complete
99881776;0;41228427;2/5/2018 8:57;IMPUESTA;198721-A;start
99889139;12;41229001;7/5/2018 12:34;DIRECCION INSUFICIENTE;198721-A;complete
99881753;0;41229001;2/5/2018 9:24;IMPUESTA;198721-A;start
99894225;9;41229001;8/5/2018 12:30;PLAZO VENCIDO NO RECL.;198721-A;complete
99889104;4;41229610;7/5/2018 11:33;CERRADO/AUSENTE/2-VISIT;198821-A;middle
99879413;0;41229610;30/4/2018 11:02;IMPUESTA;198821-A;start
99894210;9;41229610;8/5/2018 6:30;PLAZO VENCIDO NO RECL.;198821-A;complete
99889138;4;41229613;7/5/2018 10:52;CERRADO/AUSENTE/2-VISIT;198821-A;middle
99879488;0;41229613;30/4/2018 11:02;IMPUESTA;198821-A;start
99894223;9;41229613;8/5/2018 6:30;PLAZO VENCIDO NO RECL.;198821-A;complete
99889073;4;41229711;7/5/2018 12:48;CERRADO/AUSENTE/2-VISIT;198821-A;middle
99879256;0;41229711;30/4/2018 11:24;IMPUESTA;198821-A;start
99886429;2;41229711;4/5/2018 13:03;CERRADO/AUSENTE/1-VISIT;198821-A;middle
99899855;3;41229711;9/5/2018 17:30;ENTREGA EN OFICINA;198821-A;complete
99889001;2;41229785;7/5/2018 11:50;CERRADO/AUSENTE/1-VISIT;198821-A;middle
99878863;0;41229785;30/4/2018 11:31;IMPUESTA;198821-A;start
99895371;3;41229785;9/5/2018 14:53;ENTREGA EN OFICINA;198821-A;complete
99889061;6;41230026;7/5/2018 13:30;SE MUDO;198821-A;complete
99879202;0;41230026;30/4/2018 11:53;IMPUESTA;198821-A;start
99889040;1;41230443;7/5/2018 9:35;ENTREGADO;198821-A;complete
99879075;0;41230443;30/4/2018 11:32;IMPUESTA;198821-A;start
99888996;0;41234458;4/5/2018 15:45;IMPUESTA;199341-A;start
99895369;9;41234458;9/5/2018 10:00;PLAZO VENCIDO NO RECL.;199341-A;complete
99888749;0;41234810;4/5/2018 15:18;IMPUESTA;199341-A;start
99895157;1;41234810;9/5/2018 11:00;ENTREGADO;199341-A;complete
99888238;0;41235148;4/5/2018 15:49;IMPUESTA;199341-A;start
99920964;2;41235148;14/5/2018 10:24;CERRADO/AUSENTE/1-VISIT;199341-A;middle
99920965;9;41235148;15/5/2018 9:00;PLAZO VENCIDO NO RECL.;199341-A;complete
99888532;0;41235222;4/5/2018 15:55;IMPUESTA;199341-A;start
99928300;20;41235222;21/5/2018 12:12;DESCONOCIDO;199341-A;complete
99910262;2;41235222;14/5/2018 12:12;CERRADO/AUSENTE/1-VISIT;199341-A;middle
99888500;0;41235254;4/5/2018 15:58;IMPUESTA;199341-A;start
99908091;1;41235254;11/5/2018 11:15;ENTREGADO;199341-A;complete
99908092;1;41235254;11/5/2018 11:50;ENTREGADO;199341-A;complete
99888261;0;41235421;4/5/2018 15:14;IMPUESTA;199341-A;start
99899138;1;41235421;10/5/2018 9:40;ENTREGADO;199341-A;complete
99888295;0;41235455;4/5/2018 15:17;IMPUESTA;199341-A;start
99899144;9;41235455;10/5/2018 11:41;PLAZO VENCIDO NO RECL.;199341-A;complete
101892287;0;42203619;2/11/2018 11:56;IMPUESTA;222345-A;start
102079667;1;42203619;7/11/2018 9:26;ENTREGADO;222345-A;complete
101892288;0;42203620;2/11/2018 11:56;IMPUESTA;222345-A;start
102079668;1;42203620;7/11/2018 9:26;ENTREGADO;222345-A;complete
101886551;0;42230394;2/11/2018 15:47;IMPUESTA;222361-A;start
102069503;1;42230394;7/11/2018 10:47;ENTREGADO;222361-A;complete
101886554;0;42230395;2/11/2018 15:47;IMPUESTA;222361-A;start
102069506;1;42230395;7/11/2018 10:47;ENTREGADO;222361-A;complete
101886553;0;42230396;2/11/2018 15:47;IMPUESTA;222361-A;start
102069505;1;42230396;7/11/2018 10:47;ENTREGADO;222361-A;complete
104023711;2;43040041;10/5/2019 12:35;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104050776;1;43040041;14/5/2019 13:40;ENTREGADO;0244961A;complete
103947256;0;43040041;7/5/2019 18:40;IMPUESTA;0244961A;start
103990379;12;43040042;10/5/2019 13:05;DIRECCION INSUFICIENTE;0244961A;complete
103947257;0;43040042;7/5/2019 18:40;IMPUESTA;0244961A;start
103990380;6;43040043;10/5/2019 13:25;SE MUDO;0244961A;complete
103947258;0;43040043;7/5/2019 18:40;IMPUESTA;0244961A;start
104006519;1;43040044;10/5/2019 12:35;ENTREGADO;0244961A;complete
103947260;0;43040044;7/5/2019 18:40;IMPUESTA;0244961A;start
103990381;1;43040045;10/5/2019 10:00;ENTREGADO;0244961A;complete
103947261;0;43040045;7/5/2019 18:40;IMPUESTA;0244961A;start
104023712;2;43040046;14/5/2019 9:50;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104039061;3;43040046;15/5/2019 18:00;ENTREGA EN OFICINA;0244961A;complete
103947262;0;43040046;7/5/2019 18:40;IMPUESTA;0244961A;start
104023713;5;43040047;14/5/2019 9:50;DIRECCION INEXISTENTE;0244961A;complete
103947263;0;43040047;7/5/2019 18:40;IMPUESTA;0244961A;start
103990382;80;43040048;10/5/2019 8:30;EN ESPERA EN SUCURSAL;0244961A;complete
104105602;3;43040048;24/5/2019 8:30;ENTREGA EN OFICINA;0244961A;complete
103947264;0;43040048;7/5/2019 18:40;IMPUESTA;0244961A;start
103990383;80;43040049;10/5/2019 8:30;EN ESPERA EN SUCURSAL;0244961A;complete
103947265;0;43040049;7/5/2019 18:40;IMPUESTA;0244961A;start
104050768;1;43040050;15/5/2019 9:42;ENTREGADO;0244961A;complete
103947228;0;43040050;7/5/2019 18:40;IMPUESTA;0244961A;start
104023705;1;43040051;13/5/2019 8:42;ENTREGADO;0244961A;complete
103947229;0;43040051;7/5/2019 18:40;IMPUESTA;0244961A;start
104050769;1;43040052;15/5/2019 9:15;ENTREGADO;0244961A;complete
103947230;0;43040052;7/5/2019 18:40;IMPUESTA;0244961A;start
104023706;1;43040053;14/5/2019 9:00;ENTREGADO;0244961A;complete
103947231;0;43040053;7/5/2019 18:40;IMPUESTA;0244961A;start
104006518;12;43040054;10/5/2019 11:10;DIRECCION INSUFICIENTE;0244961A;complete
103947232;0;43040054;7/5/2019 18:40;IMPUESTA;0244961A;start
103971604;1;43040129;9/5/2019 10:35;ENTREGADO;0244961A;complete
103946279;0;43040129;7/5/2019 18:22;IMPUESTA;0244961A;start
103971603;1;43040130;9/5/2019 10:15;ENTREGADO;0244961A;complete
103946278;0;43040130;7/5/2019 18:22;IMPUESTA;0244961A;start
103971602;20;43040131;9/5/2019 12:45;DESCONOCIDO;0244961A;complete
103946277;0;43040131;7/5/2019 18:22;IMPUESTA;0244961A;start
103971601;1;43040132;9/5/2019 10:35;ENTREGADO;0244961A;complete
103946276;0;43040132;7/5/2019 18:22;IMPUESTA;0244961A;start
103971600;1;43040133;9/5/2019 13:15;ENTREGADO;0244961A;complete
103946275;0;43040133;7/5/2019 18:22;IMPUESTA;0244961A;start
103971599;1;43040134;9/5/2019 12:20;ENTREGADO;0244961A;complete
103946274;0;43040134;7/5/2019 18:22;IMPUESTA;0244961A;start
103971598;80;43040135;9/5/2019 8:30;EN ESPERA EN SUCURSAL;0244961A;complete
103989897;80;43040135;10/5/2019 9:30;EN ESPERA EN SUCURSAL;0244961A;complete
104005979;12;43040135;13/5/2019 12:16;DIRECCION INSUFICIENTE;0244961A;complete
103946273;0;43040135;7/5/2019 18:22;IMPUESTA;0244961A;start
103971597;2;43040136;9/5/2019 13:41;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104005978;20;43040136;13/5/2019 15:09;DESCONOCIDO;0244961A;complete
103946272;0;43040136;7/5/2019 18:22;IMPUESTA;0244961A;start
103971596;2;43040137;9/5/2019 9:50;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104005976;4;43040137;13/5/2019 9:55;CERRADO/AUSENTE/2-VISIT;0244961A;middle
104005977;80;43040137;13/5/2019 16:11;EN ESPERA EN SUCURSAL;0244961A;complete
104023319;3;43040137;14/5/2019 11:08;ENTREGA EN OFICINA;0244961A;complete
103946271;0;43040137;7/5/2019 18:22;IMPUESTA;0244961A;start
103971595;1;43040138;9/5/2019 13:53;ENTREGADO;0244961A;complete
103946270;0;43040138;7/5/2019 18:22;IMPUESTA;0244961A;start
103989880;12;43040327;10/5/2019 8:53;DIRECCION INSUFICIENTE;0244961A;complete
103946240;0;43040327;7/5/2019 18:54;IMPUESTA;0244961A;start
103989879;2;43040328;10/5/2019 12:30;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104005969;4;43040328;13/5/2019 8:30;CERRADO/AUSENTE/2-VISIT;0244961A;middle
104023304;80;43040328;14/5/2019 9:33;EN ESPERA EN SUCURSAL;0244961A;complete
104091240;9;43040328;22/5/2019 11:14;PLAZO VENCIDO NO RECL.;0244961A;complete
103946239;0;43040328;7/5/2019 18:54;IMPUESTA;0244961A;start
104023303;1;43040329;10/5/2019 10:33;ENTREGADO;0244961A;complete
103946238;0;43040329;7/5/2019 18:54;IMPUESTA;0244961A;start
104023296;1;43040330;10/5/2019 12:45;ENTREGADO;0244961A;complete
103946183;0;43040330;7/5/2019 18:54;IMPUESTA;0244961A;start
104023295;2;43040331;13/5/2019 10:28;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104083363;4;43040331;15/5/2019 13:08;CERRADO/AUSENTE/2-VISIT;0244961A;middle
104098540;9;43040331;21/5/2019 10:31;PLAZO VENCIDO NO RECL.;0244961A;complete
103946182;0;43040331;7/5/2019 18:54;IMPUESTA;0244961A;start
103989844;2;43040332;10/5/2019 12:00;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104005956;2;43040332;13/5/2019 15:30;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104038785;4;43040332;15/5/2019 11:50;CERRADO/AUSENTE/2-VISIT;0244961A;middle
104091236;9;43040332;22/5/2019 12:30;PLAZO VENCIDO NO RECL.;0244961A;complete
103946181;0;43040332;7/5/2019 18:54;IMPUESTA;0244961A;start
103989843;5;43040333;10/5/2019 12:30;DIRECCION INEXISTENTE;0244961A;complete
103946180;0;43040333;7/5/2019 18:54;IMPUESTA;0244961A;start
104023294;2;43040334;14/5/2019 12:00;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104050539;4;43040334;16/5/2019 15:20;CERRADO/AUSENTE/2-VISIT;0244961A;middle
104105542;9;43040334;24/5/2019 9:30;PLAZO VENCIDO NO RECL.;0244961A;complete
103946178;0;43040334;7/5/2019 18:54;IMPUESTA;0244961A;start
104005955;20;43040335;13/5/2019 12:00;DESCONOCIDO;0244961A;complete
103946177;0;43040335;7/5/2019 18:54;IMPUESTA;0244961A;start
104023293;1;43040336;14/5/2019 12:00;ENTREGADO;0244961A;complete
103946176;0;43040336;7/5/2019 18:54;IMPUESTA;0244961A;start
103946470;0;43040545;7/5/2019 18:26;IMPUESTA;0244961A;start
103959694;8;43040545;8/5/2019 13:26;RECHAZADO;0244961A;complete
103946492;0;43040546;7/5/2019 18:26;IMPUESTA;0244961A;start
103959698;1;43040546;8/5/2019 10:46;ENTREGADO;0244961A;complete
103946493;0;43040547;7/5/2019 18:26;IMPUESTA;0244961A;start
103959699;1;43040547;8/5/2019 12:00;ENTREGADO;0244961A;complete
103946494;0;43040548;7/5/2019 18:26;IMPUESTA;0244961A;start
103959700;1;43040548;8/5/2019 13:22;ENTREGADO;0244961A;complete
103946495;0;43040549;7/5/2019 18:26;IMPUESTA;0244961A;start
103959701;1;43040549;8/5/2019 11:10;ENTREGADO;0244961A;complete
103946491;0;43040550;7/5/2019 18:26;IMPUESTA;0244961A;start
103959697;1;43040550;8/5/2019 11:10;ENTREGADO;0244961A;complete
103946490;0;43040551;7/5/2019 18:26;IMPUESTA;0244961A;start
103959696;6;43040551;8/5/2019 11:55;SE MUDO;0244961A;complete
103971638;12;43040552;9/5/2019 14:41;DIRECCION INSUFICIENTE;0244961A;complete
103946484;0;43040552;7/5/2019 18:26;IMPUESTA;0244961A;start
103946485;0;43040553;7/5/2019 18:26;IMPUESTA;0244961A;start
103959695;1;43040553;8/5/2019 12:51;ENTREGADO;0244961A;complete
104005085;2;43040554;10/5/2019 9:55;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104006056;3;43040554;10/5/2019 10:20;ENTREGA EN OFICINA;0244961A;complete
103946486;0;43040554;7/5/2019 18:26;IMPUESTA;0244961A;start
104005086;20;43040555;10/5/2019 8:40;DESCONOCIDO;0244961A;complete
103946487;0;43040555;7/5/2019 18:26;IMPUESTA;0244961A;start
104005087;20;43040556;10/5/2019 9:00;DESCONOCIDO;0244961A;complete
103946488;0;43040556;7/5/2019 18:26;IMPUESTA;0244961A;start
104023374;2;43040557;14/5/2019 13:40;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104038841;1;43040557;15/5/2019 12:40;ENTREGADO;0244961A;complete
103946489;0;43040557;7/5/2019 18:26;IMPUESTA;0244961A;start
103946496;0;43040558;7/5/2019 18:26;IMPUESTA;0244961A;start
104006055;2;43040559;13/5/2019 18:00;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104038840;1;43040559;15/5/2019 11:30;ENTREGADO;0244961A;complete
103946482;0;43040559;7/5/2019 18:26;IMPUESTA;0244961A;start
104023373;2;43040560;14/5/2019 11:00;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104050574;1;43040560;16/5/2019 13:50;ENTREGADO;0244961A;complete
103946483;0;43040560;7/5/2019 18:26;IMPUESTA;0244961A;start
104038835;1;43040561;15/5/2019 12:32;ENTREGADO;0244961A;complete
103946471;0;43040561;7/5/2019 18:26;IMPUESTA;0244961A;start
103989936;1;43040562;10/5/2019 12:17;ENTREGADO;0244961A;complete
103946472;0;43040562;7/5/2019 18:26;IMPUESTA;0244961A;start
104023368;1;43040563;14/5/2019 10:38;ENTREGADO;0244961A;complete
103946473;0;43040563;7/5/2019 18:26;IMPUESTA;0244961A;start
104038836;2;43040564;15/5/2019 11:18;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104062419;1;43040564;17/5/2019 10:26;ENTREGADO;0244961A;complete
103946474;0;43040564;7/5/2019 18:26;IMPUESTA;0244961A;start
103989937;20;43040565;10/5/2019 11:41;DESCONOCIDO;0244961A;complete
103946475;0;43040565;7/5/2019 18:26;IMPUESTA;0244961A;start
104023369;1;43040566;14/5/2019 12:09;ENTREGADO;0244961A;complete
103946476;0;43040566;7/5/2019 18:26;IMPUESTA;0244961A;start
104006053;12;43040567;13/5/2019 15:25;DIRECCION INSUFICIENTE;0244961A;complete
103946477;0;43040567;7/5/2019 18:26;IMPUESTA;0244961A;start
104006054;1;43040568;13/5/2019 11:25;ENTREGADO;0244961A;complete
103946478;0;43040568;7/5/2019 18:26;IMPUESTA;0244961A;start
104023370;2;43040569;14/5/2019 13:20;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104038837;4;43040569;15/5/2019 12:18;CERRADO/AUSENTE/2-VISIT;0244961A;middle
104038838;80;43040569;15/5/2019 19:22;EN ESPERA EN SUCURSAL;0244961A;complete
104091253;9;43040569;22/5/2019 19:38;PLAZO VENCIDO NO RECL.;0244961A;complete
103946479;0;43040569;7/5/2019 18:26;IMPUESTA;0244961A;start
104023371;1;43040570;14/5/2019 11:15;ENTREGADO;0244961A;complete
103946480;0;43040570;7/5/2019 18:26;IMPUESTA;0244961A;start
104023372;2;43040571;14/5/2019 11:21;CERRADO/AUSENTE/1-VISIT;0244961A;middle
104038839;1;43040571;15/5/2019 13:53;ENTREGADO;0244961A;complete
103946481;0;43040571;7/5/2019 18:26;IMPUESTA;0244961A;start
104023358;12;43040572;14/5/2019 12:50;DIRECCION INSUFICIENTE;0244961A;complete
103946447;0;43040572;7/5/2019 18:26;IMPUESTA;0244961A;start
104023359;1;43040573;14/5/2019 15:48;ENTREGADO;0244961A;complete
103946448;0;43040573;7/5/2019 18:26;IMPUESTA;0244961A;start
